Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
0,0,0,0,1,0,0,0,1,25,112500,44,4,0,4,2,2,8,0
0,0,1,1,1,0,0,1,3,41,148500,43,2,0,1,0,1,6,1
0,0,1,0,1,0,0,5,6,50,189000,42,1,4,4,2,1,12,0
0,0,0,0,1,0,0,2,4,48,135000,37,9,0,1,1,5,3,0
0,0,0,0,0,0,0,0,1,43,270000,58,18,4,4,2,1,11,1
0,0,1,0,0,0,0,1,3,56,135000,45,0,4,4,1,1,8,0
0,1,1,1,1,0,0,0,2,36,180000,34,2,4,1,1,1,10,0
1,0,1,0,0,0,0,2,4,17,180000,33,1,4,4,1,1,8,0
0,0,1,0,0,0,0,0,2,17,292500,38,15,0,4,1,1,8,0
1,0,1,1,0,0,0,0,2,21,202500,39,3,2,4,1,1,3,0
0,0,1,0,0,0,0,0,2,48,292500,57,13,4,1,1,1,3,0
1,1,1,0,0,0,0,0,1,22,94500,38,2,4,4,3,1,4,0
0,1,1,0,0,0,0,0,1,14,180000,47,23,4,1,2,1,12,0
0,0,1,0,0,0,1,0,2,54,67500,57,0,1,4,1,1,12,0
0,0,1,0,0,0,0,0,2,38,225000,46,9,0,4,1,1,10,0
1,1,1,0,0,0,0,1,3,42,225000,36,13,4,1,1,1,3,0
0,0,1,0,0,0,0,0,2,48,135000,49,5,4,4,1,1,8,0
0,1,0,0,1,0,0,0,1,11,405000,54,2,2,1,3,1,10,0
0,0,0,0,1,0,0,1,2,27,202500,52,17,2,4,3,2,2,0
1,1,0,0,0,0,0,2,4,39,180000,33,12,2,4,1,1,3,0
0,0,1,0,1,0,1,1,3,15,76500,55,0,1,4,1,1,12,1
0,0,1,0,0,0,1,0,2,14,67500,60,0,1,4,1,1,12,0
0,0,1,0,0,0,1,0,1,25,126000,66,0,1,4,4,1,12,0
1,1,0,0,0,0,0,0,2,60,225000,44,11,4,4,1,1,10,1
0,0,1,0,1,0,1,0,2,46,67500,57,0,1,4,1,1,12,0
0,0,1,0,0,0,0,0,2,51,72000,45,15,2,4,1,1,12,0
0,0,0,1,1,0,0,1,3,46,69750,27,2,0,4,1,2,15,1
0,0,1,0,0,0,0,0,2,36,157500,53,7,0,4,1,2,8,0
1,0,1,0,1,0,1,0,2,20,94500,64,0,1,4,1,1,12,0
1,1,1,0,0,0,0,0,2,38,337500,49,18,4,1,1,1,10,0
0,0,1,0,0,0,0,0,2,57,90000,48,5,4,4,1,1,15,0
0,0,1,0,0,0,1,0,2,34,67500,60,0,1,4,1,1,12,0
0,1,1,1,0,0,0,0,2,36,67500,45,4,4,4,0,1,1,0
0,0,1,1,0,0,0,0,1,24,157500,43,7,0,4,3,1,18,0
0,1,1,0,0,0,0,0,2,31,135000,45,22,4,4,0,1,8,0
0,0,1,0,0,0,0,0,2,30,112500,54,7,2,3,1,1,8,0
0,0,1,0,0,0,1,0,2,51,90000,58,0,1,1,1,1,12,0
0,0,0,0,0,0,0,0,1,11,90000,24,2,4,4,3,5,15,0
1,1,1,0,0,0,0,0,1,23,382500,59,8,4,4,3,1,8,0
0,1,1,1,1,0,0,0,1,22,103500,46,22,2,1,2,1,3,0
0,0,1,0,0,0,0,0,2,29,225000,48,3,4,4,1,1,15,0
0,0,0,0,0,0,0,0,1,59,45000,54,15,4,4,3,1,12,0
0,0,1,0,1,0,0,0,2,29,405000,60,24,0,4,1,1,12,0
0,1,1,0,0,0,1,0,1,2,90000,60,0,1,4,4,1,12,0
0,0,1,0,0,0,0,0,2,10,157500,48,2,4,4,0,1,15,0
1,1,1,0,0,0,0,0,1,16,180000,55,9,0,4,3,1,4,0
0,1,1,0,0,0,1,0,2,16,112500,48,0,1,4,1,1,12,0
0,0,1,0,0,0,0,1,2,58,252000,50,20,4,4,2,1,11,0
1,0,1,0,0,0,1,0,1,14,46948,57,0,1,4,3,1,12,0
0,0,1,0,0,0,0,0,1,19,270000,58,6,0,4,3,1,0,1
0,0,1,0,0,0,0,0,2,46,247500,48,3,0,4,1,1,2,0
0,0,0,0,1,0,0,0,2,0,157500,48,8,4,1,1,1,15,0
0,0,1,0,1,0,0,1,3,31,225000,53,20,4,1,1,1,12,0
0,0,1,0,0,0,1,0,2,9,112500,67,0,1,4,1,1,12,1
0,1,1,0,0,0,0,1,3,60,180000,42,1,0,2,0,1,8,0
1,1,0,0,0,0,0,0,2,53,337500,66,14,0,1,1,1,6,0
0,1,1,0,0,0,0,0,1,34,270000,29,3,4,1,3,1,12,0
0,0,1,0,0,0,0,1,2,3,157500,28,1,4,1,3,5,16,0
0,0,1,0,0,0,0,2,4,39,135000,42,1,0,4,1,1,12,0
0,0,1,1,0,0,0,2,4,26,225000,35,14,2,4,1,1,11,0
0,0,1,0,0,0,1,0,1,19,112500,58,0,1,4,2,1,12,0
1,1,1,1,1,0,0,2,4,21,148500,44,4,4,1,1,1,4,0
1,0,1,0,0,0,0,0,2,2,112500,29,3,4,4,1,1,4,0
0,0,1,0,0,0,0,0,2,34,157500,52,6,0,4,1,1,5,0
1,1,1,0,1,0,0,1,3,19,135000,29,7,0,4,1,1,8,0
0,0,1,0,0,0,0,0,1,21,225000,41,2,4,1,3,1,12,0
1,0,1,0,1,0,0,0,2,32,256500,55,7,4,4,1,1,8,0
0,0,1,0,0,0,0,0,2,49,225000,29,8,2,4,1,5,8,0
0,1,1,1,0,0,0,0,2,19,67500,35,4,2,4,1,1,6,0
0,1,1,0,0,0,0,0,2,5,171000,42,1,0,4,1,1,10,0
0,0,1,1,1,0,0,2,4,22,153000,29,2,4,1,1,1,15,0
0,0,1,1,0,0,0,1,3,23,85500,45,2,4,4,1,1,18,1
0,0,1,1,0,0,0,0,2,2,135000,59,8,4,4,1,1,17,0
0,1,1,1,0,0,0,2,4,10,112500,34,7,4,4,1,1,12,0
1,0,1,0,0,0,0,1,3,50,616500,36,11,0,1,1,1,10,0
1,1,1,1,0,0,0,0,2,45,675000,49,6,0,1,1,1,10,0
0,0,1,0,1,0,1,0,1,52,135000,65,0,1,4,3,1,12,0
1,0,1,0,0,0,0,0,2,21,247500,50,3,4,4,1,1,4,0
1,1,1,0,0,0,0,0,2,6,135000,55,14,4,4,1,1,17,0
0,0,1,0,0,0,0,0,2,15,288000,54,12,4,4,1,1,12,0
0,1,1,0,1,0,1,1,3,51,157500,56,0,1,4,1,1,12,0
0,1,1,0,0,0,0,0,2,5,270000,52,8,0,4,1,1,3,0
0,0,1,0,0,0,0,0,2,39,99000,42,2,4,4,1,1,15,0
1,0,1,0,0,0,1,0,2,16,148500,56,0,1,4,1,1,12,0
0,0,1,0,0,0,0,2,4,22,225000,42,0,4,1,1,0,8,0
0,0,1,1,1,0,0,0,2,13,121500,35,1,4,4,0,1,2,0
0,1,1,0,0,0,1,0,2,37,135000,57,0,1,4,1,1,12,0
0,0,1,0,1,0,0,0,1,6,306000,28,1,4,4,2,1,13,0
1,0,1,0,0,0,0,0,2,2,180000,56,4,4,4,1,1,8,0
0,0,1,0,0,0,0,0,1,21,144000,54,26,2,1,2,1,3,0
0,0,1,0,1,0,0,0,1,52,135000,49,15,2,4,2,1,8,0
0,1,1,0,0,0,0,0,2,20,117000,46,5,4,4,1,1,15,0
1,1,1,0,0,0,0,0,1,24,810000,29,4,0,1,3,1,12,1
0,0,1,0,0,0,1,0,2,50,58500,59,0,1,4,1,1,12,0
0,0,1,0,0,0,0,0,1,46,112500,49,1,0,4,3,1,17,0
0,1,1,0,0,0,1,0,2,45,225000,54,0,1,4,1,1,12,0
0,0,1,0,0,0,0,0,2,56,207000,46,10,4,1,1,1,12,0
0,0,1,0,0,0,0,0,1,37,112500,39,5,4,4,4,1,15,0
1,1,1,0,0,0,1,0,2,20,162000,67,0,1,4,1,1,12,0
0,1,1,0,0,0,0,0,2,2,112500,37,3,4,4,0,1,2,1
0,0,1,0,0,0,0,0,2,3,225000,60,5,4,4,1,1,12,0
0,0,1,0,1,0,1,0,2,6,83250,55,0,1,4,0,1,12,0
0,0,1,0,1,0,0,0,2,36,157500,34,4,4,4,1,1,18,0
0,0,1,0,0,0,0,0,2,18,81000,31,4,4,1,1,1,12,0
1,1,1,0,1,0,1,0,2,9,90000,62,0,1,4,1,1,12,0
0,1,0,0,0,0,0,0,2,34,135000,51,29,4,4,1,1,8,0
0,1,0,1,0,0,0,0,2,8,157500,35,4,4,4,1,1,8,1
1,0,1,0,0,0,1,2,4,3,81000,61,0,1,4,1,1,12,0
1,1,1,0,0,0,0,2,4,46,180000,31,4,2,1,1,0,12,0
0,1,0,1,1,0,0,0,2,54,360000,27,5,0,1,1,1,10,0
0,1,0,1,0,0,0,1,3,49,112500,39,2,4,4,1,1,0,0
0,0,0,0,0,0,1,0,2,25,180000,55,0,1,4,1,1,12,0
0,0,0,0,0,0,1,0,1,60,126000,68,0,1,1,3,1,12,0
1,1,0,0,0,0,0,2,4,46,180000,43,7,0,1,1,1,10,1
0,0,0,0,0,0,0,0,2,14,157500,57,20,4,1,1,1,7,0
0,1,1,1,0,0,0,0,2,12,112500,27,2,4,4,1,3,3,0
0,0,1,1,0,0,0,0,1,37,112500,30,1,4,2,3,1,12,0
1,0,0,1,1,0,0,0,2,31,378000,54,23,0,1,0,1,6,0
0,0,0,0,0,0,1,0,1,21,89550,64,0,1,4,3,1,12,0
1,0,0,0,0,0,0,1,3,59,135000,44,9,4,4,1,1,8,0
0,0,0,0,0,0,0,0,1,58,270000,39,3,4,4,3,1,8,0
0,0,1,1,1,0,0,0,2,2,292500,50,19,4,4,1,1,3,0
0,0,0,0,1,0,0,1,2,31,189000,49,1,0,1,4,1,10,0
1,1,0,0,0,0,0,1,3,36,157500,33,9,4,4,1,1,4,1
1,0,0,1,0,0,0,1,3,25,202500,43,3,0,1,1,1,10,0
1,1,0,1,1,0,0,0,2,20,540000,39,3,0,2,1,1,10,0
0,1,0,0,1,1,0,0,2,17,225000,39,7,0,4,1,1,0,0
1,0,0,0,0,0,0,2,4,7,315000,44,0,0,1,1,1,10,1
0,1,0,0,1,0,0,1,2,49,450000,30,3,4,1,3,1,10,0
0,1,0,1,0,0,0,0,2,6,112500,32,0,4,1,0,1,0,0
0,0,0,1,0,0,0,0,2,24,234135,34,6,0,1,1,1,10,1
0,1,0,0,0,0,0,0,2,45,202500,41,0,0,1,1,1,12,0
0,1,0,1,1,0,0,0,1,3,270000,26,7,4,2,3,5,10,0
0,1,0,1,0,0,0,0,1,29,247500,56,24,0,1,2,1,0,0
1,0,0,0,0,0,1,0,2,12,126000,55,0,1,4,1,1,12,0
1,1,0,1,1,0,0,2,4,4,450000,35,3,0,4,1,1,10,0
1,1,0,1,0,0,0,1,3,26,112500,47,4,0,4,1,1,8,0
0,0,0,1,1,0,0,4,6,8,171000,33,5,2,4,1,1,8,0
0,0,0,0,0,0,0,1,3,12,180000,37,7,4,4,1,1,8,0
1,1,0,1,0,0,0,2,4,13,360000,28,3,4,2,1,1,12,1
0,0,0,0,0,0,0,0,2,14,180000,30,8,0,1,1,1,3,0
0,0,0,0,0,0,1,0,1,51,112500,56,0,1,4,2,1,12,0
1,0,0,1,0,0,0,0,2,39,180000,28,3,2,4,1,3,10,0
1,0,0,0,1,0,0,2,4,28,166500,37,11,4,4,0,1,12,0
0,0,0,1,1,0,0,0,2,5,117000,56,12,4,4,1,1,15,0
1,1,0,1,0,0,0,1,3,32,135000,27,2,4,1,1,1,8,0
1,1,0,1,0,1,0,3,5,55,225000,38,0,4,1,1,1,6,0
0,1,0,1,0,0,0,0,2,32,315000,25,0,0,2,1,5,3,0
0,0,0,0,0,0,1,0,2,52,225000,66,0,1,1,1,1,12,0
1,1,0,0,1,0,0,0,2,12,202500,62,7,4,4,1,1,4,0
0,0,0,0,0,0,1,0,2,23,67500,54,0,1,4,1,1,12,0
0,0,0,1,0,1,0,0,1,16,216000,30,7,2,4,2,1,3,0
0,0,0,1,1,0,0,0,2,16,157500,55,13,0,2,1,1,6,0
0,0,0,1,1,0,0,1,3,51,117000,33,11,4,1,1,1,3,1
1,1,0,1,1,0,0,0,2,11,85500,53,5,4,4,1,1,17,0
1,1,0,0,0,0,0,2,4,41,180000,39,17,4,4,1,1,4,1
1,1,0,0,0,0,0,0,2,26,180000,35,2,4,4,1,1,4,0
1,1,0,0,0,0,0,0,1,32,202500,48,27,2,4,3,1,6,0
0,0,0,0,0,0,1,0,2,40,94500,61,0,1,4,1,1,12,0
1,1,0,0,0,0,0,2,4,24,270000,40,2,4,4,1,1,4,0
0,0,0,0,0,0,1,0,1,18,135000,59,0,1,4,3,1,12,0
0,0,0,1,0,0,0,0,1,48,90000,29,1,4,4,3,1,15,0
0,0,0,1,1,0,0,0,1,13,202500,28,8,4,4,3,3,12,0
0,0,0,0,0,0,1,0,2,53,67500,51,0,1,4,1,1,12,1
0,0,0,1,1,0,0,1,3,1,72000,40,9,2,4,1,1,10,0
0,0,0,0,0,0,0,1,3,6,157500,26,2,4,4,1,1,8,0
1,1,0,0,1,0,1,1,3,7,126000,43,0,1,4,1,1,12,0
0,0,0,1,0,0,0,1,3,50,112500,32,13,4,4,1,1,12,0
1,0,0,0,1,0,1,0,2,5,135000,56,0,1,4,1,1,12,0
0,0,0,0,1,0,0,0,2,16,315000,37,6,0,4,1,1,8,0
1,0,0,0,0,0,0,0,2,1,225000,41,4,4,4,1,1,15,0
1,1,0,1,1,0,0,0,1,7,360000,46,3,4,1,3,1,10,0
0,0,0,0,1,0,0,0,2,43,225000,46,19,0,4,0,1,3,0
0,0,0,0,1,0,0,1,3,17,112500,28,1,4,4,1,1,15,0
1,1,0,1,1,0,0,0,2,57,202500,47,9,0,4,1,1,10,0
0,0,0,1,0,0,0,0,2,9,85500,48,14,4,4,1,1,12,0
1,1,0,0,0,0,0,0,2,59,135000,28,4,4,4,1,1,4,0
0,0,1,0,0,0,0,2,4,15,81000,29,7,4,1,1,1,3,0
1,0,1,0,0,0,0,0,2,13,90000,39,1,0,1,1,1,8,0
0,0,1,0,0,0,0,0,2,2,157500,39,1,2,4,0,1,12,0
1,1,0,1,0,0,0,0,2,48,225000,35,4,4,1,1,1,12,0
0,1,1,0,0,0,0,0,2,58,157500,44,6,4,4,1,1,1,0
1,1,1,0,1,1,0,0,1,37,202500,36,6,4,4,3,1,10,0
1,0,0,0,0,0,0,0,1,8,166500,23,0,4,4,3,5,15,0
1,0,1,0,1,0,0,1,3,44,135000,43,8,4,1,1,1,12,0
0,0,1,0,1,0,1,0,2,34,99000,66,0,1,4,1,1,12,0
0,0,0,0,0,0,0,0,1,17,135000,35,2,4,4,3,5,13,0
1,1,1,0,0,0,0,2,4,47,90000,33,0,4,4,1,1,4,0
0,0,1,0,1,1,0,1,2,30,270000,43,22,4,1,2,1,11,0
0,0,1,0,0,0,0,0,2,26,157500,51,25,2,4,1,1,8,1
0,0,0,0,0,0,0,1,3,41,76500,29,3,0,4,0,5,15,0
1,0,1,0,0,0,0,1,3,12,126000,39,1,0,4,1,1,17,0
0,0,1,0,1,0,1,0,2,31,382500,53,0,1,1,1,1,12,0
0,0,0,0,0,0,0,1,3,47,148500,36,1,4,4,0,4,12,1
0,1,0,0,0,0,1,0,2,30,112500,62,0,1,4,1,1,12,0
0,1,1,0,0,0,0,2,4,22,180000,33,11,4,4,1,1,8,0
1,1,0,0,1,0,0,2,4,52,225000,41,8,4,4,1,1,4,0
0,0,1,0,0,0,0,0,2,31,279000,45,10,4,4,1,4,15,0
1,1,1,0,0,0,0,0,2,14,157500,30,2,4,1,1,5,0,0
0,1,0,0,0,0,0,0,2,50,135000,52,28,4,4,1,1,12,0
0,0,1,0,0,0,0,2,4,8,81000,36,0,4,4,1,1,8,0
1,0,0,0,0,0,0,0,2,8,270000,33,8,4,4,1,2,8,0
0,0,1,0,0,0,0,1,3,7,135000,43,10,0,4,1,1,8,0
1,0,1,1,1,0,0,0,2,29,180000,32,1,4,4,1,1,8,0
0,1,1,0,0,1,0,0,2,42,157500,47,21,2,2,1,1,6,1
1,1,1,0,0,0,0,1,3,27,180000,37,2,4,4,1,1,6,0
1,0,0,1,1,0,0,1,3,27,135000,41,0,4,4,1,1,4,1
1,0,1,0,0,0,1,0,2,19,42300,61,0,1,3,1,1,12,0
1,1,1,0,0,0,0,1,3,32,180000,41,15,4,4,0,1,12,0
1,1,1,0,0,0,0,0,1,9,405000,32,0,4,4,3,1,4,0
0,0,1,0,0,0,0,1,2,26,121500,37,2,2,1,2,1,11,0
0,0,1,0,0,0,0,0,2,24,189000,47,6,4,4,1,1,8,0
1,1,1,1,0,0,0,0,2,16,184500,26,8,0,4,0,1,4,0
0,0,1,0,0,0,1,0,1,17,135000,61,0,1,4,4,1,12,0
0,0,1,1,1,0,0,0,1,55,166500,49,8,4,4,4,1,12,0
0,0,1,0,1,0,0,0,2,46,126000,43,18,2,1,1,1,12,0
0,1,0,0,0,0,0,0,2,46,135000,28,5,0,4,1,1,3,1
1,1,0,0,0,0,0,0,2,45,202500,34,6,4,2,1,5,4,0
0,0,0,0,0,0,0,0,2,59,202500,31,10,0,1,1,1,6,1
0,0,1,0,0,0,0,0,1,10,247500,60,6,4,4,3,1,12,0
1,0,1,0,0,0,1,0,2,33,99000,58,0,1,4,1,1,12,0
0,0,1,1,1,0,0,0,2,57,90000,54,14,2,1,1,1,12,1
0,0,1,0,0,0,0,1,3,10,81000,42,20,2,4,1,1,3,0
0,0,0,0,0,0,0,0,1,7,74061,24,0,0,4,3,1,15,0
0,0,1,0,0,0,1,0,2,10,148500,64,0,1,4,1,1,12,0
0,0,1,0,0,0,0,0,2,13,175950,56,5,4,4,1,1,12,0
0,0,1,0,1,0,1,0,1,17,67500,56,0,1,4,2,1,12,0
0,1,1,0,0,0,0,1,3,13,225000,29,7,0,1,0,1,12,0
0,1,1,1,0,0,0,0,2,9,292500,34,5,2,1,1,5,12,0
0,0,0,0,0,0,0,1,2,31,180000,34,3,4,1,3,1,15,0
0,0,1,0,0,0,0,0,2,51,121500,49,4,0,4,1,1,15,0
1,1,1,0,0,0,1,0,2,22,85500,61,0,1,4,1,1,12,0
1,1,0,1,0,0,0,1,3,18,103500,24,3,2,4,1,3,3,0
0,0,1,0,0,0,1,0,2,7,90000,60,0,1,4,1,1,12,0
1,0,0,1,1,0,0,1,3,22,225000,37,9,0,1,1,5,10,0
1,1,1,0,0,0,0,0,2,49,270000,49,18,4,4,1,1,10,0
0,0,1,0,0,0,0,1,2,20,130500,45,2,0,4,3,1,0,0
1,0,1,0,0,0,0,1,3,9,202500,30,8,0,4,1,1,6,0
0,0,1,0,0,0,0,1,3,0,67500,36,2,4,1,1,1,15,0
0,0,1,0,1,0,1,0,2,1,180000,61,0,1,1,1,1,12,0
0,0,1,0,1,0,0,0,1,28,180000,50,30,4,4,3,1,3,0
0,0,0,0,0,0,0,0,1,51,112500,27,0,4,4,3,1,8,0
0,0,1,1,0,0,0,0,2,0,112500,46,25,4,4,1,1,6,0
1,0,1,0,0,0,0,0,2,40,225000,56,0,0,4,1,1,4,0
0,0,1,0,1,1,0,1,3,17,180000,42,16,0,1,1,1,3,0
0,1,1,0,0,0,0,0,2,7,157500,32,0,4,4,0,1,0,0
1,1,1,0,0,0,0,0,2,31,180000,46,4,4,4,1,1,8,0
1,0,1,0,0,0,0,0,2,22,270000,43,12,0,4,1,1,8,0
1,1,0,0,0,0,0,0,2,51,360000,27,5,2,1,1,1,12,0
1,0,1,0,0,0,0,1,3,3,225000,27,2,0,4,1,1,8,0
0,0,1,0,0,0,1,0,2,33,225000,64,0,1,1,1,1,12,0
0,0,1,0,1,0,1,1,3,2,121500,51,0,1,4,1,1,12,0
0,0,1,0,0,0,0,0,2,7,67500,41,19,2,4,1,2,3,0
0,0,1,0,0,0,1,0,2,46,90000,67,0,1,4,1,1,12,0
0,1,1,0,0,0,0,2,4,19,117000,36,13,4,4,1,1,8,0
0,0,1,0,0,0,1,0,1,50,94500,57,0,1,1,3,1,12,0
1,1,1,0,0,0,0,0,2,9,126000,29,2,4,4,1,1,4,0
1,1,1,0,1,0,1,0,2,8,112500,56,0,1,1,1,1,12,0
1,1,1,0,0,0,0,2,4,3,225000,41,3,0,4,1,1,8,0
0,0,1,0,0,0,0,2,4,12,225000,37,1,4,2,0,1,10,0
0,0,0,0,0,0,0,0,1,20,90000,54,0,0,4,2,1,6,0
0,0,1,0,0,0,0,0,2,36,135000,54,8,4,4,1,1,8,0
0,0,1,0,0,0,0,0,2,11,225000,39,7,0,4,1,1,15,0
1,1,1,0,1,0,0,0,1,13,540000,41,6,0,1,3,1,12,0
0,0,1,0,1,0,0,0,2,56,90000,51,8,0,4,1,1,8,0
0,1,0,0,0,0,0,1,3,58,67500,41,3,2,4,1,1,3,0
0,0,1,0,0,0,1,0,1,14,166500,67,0,1,1,2,1,12,0
0,0,1,0,1,0,1,0,2,0,157500,61,0,1,4,1,1,12,0
0,1,0,0,0,0,0,0,2,35,103500,55,2,4,4,1,1,8,0
0,0,1,1,1,0,0,0,2,19,175500,41,6,0,1,1,1,10,0
0,0,1,0,0,0,0,1,3,1,135000,43,12,0,4,0,1,6,0
0,1,1,0,0,0,1,0,1,16,112500,57,0,1,4,4,1,12,1
0,0,1,0,0,0,0,0,2,16,90000,27,5,0,4,1,1,15,0
0,0,1,0,0,0,0,0,2,16,153000,33,4,2,1,1,1,10,0
0,0,1,0,0,0,0,2,4,39,121500,39,3,4,4,1,1,15,1
0,0,0,0,0,1,0,1,3,5,112500,35,3,4,4,1,1,8,0
0,0,1,0,0,0,1,0,2,43,112500,57,0,1,4,1,1,12,0
0,1,1,1,1,0,0,0,2,14,157500,40,6,4,1,1,1,8,0
1,1,1,0,0,0,0,0,2,42,270000,38,8,0,1,1,1,10,0
1,1,1,0,0,0,0,2,4,47,225000,38,3,4,4,1,1,10,0
1,1,1,0,0,0,0,0,2,10,270000,46,1,4,1,1,1,6,0
1,1,1,0,0,0,0,1,3,5,168750,48,9,0,1,1,1,10,0
1,0,1,0,1,0,0,0,2,59,112500,43,0,4,4,1,1,5,0
0,1,1,0,1,0,0,0,2,23,225000,34,2,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,57,112500,38,14,4,4,1,1,11,0
0,0,1,0,0,0,0,0,1,26,270000,46,0,2,1,3,1,6,0
0,0,1,0,0,0,1,0,2,33,225000,64,0,1,4,1,1,12,0
1,1,0,0,0,0,0,1,3,19,225000,45,6,0,4,1,1,10,0
1,0,0,0,0,1,0,0,1,51,148500,38,3,4,4,3,2,8,0
1,1,1,0,0,0,0,2,4,25,472500,48,5,0,1,1,1,10,0
1,1,0,0,0,0,0,0,2,45,135000,54,27,4,4,1,1,12,0
1,1,0,0,0,0,1,1,3,20,90000,57,0,1,4,1,1,12,0
0,0,1,0,1,0,0,0,1,19,90000,54,8,0,4,3,1,12,0
0,0,1,0,0,0,0,1,3,18,157500,39,7,4,4,0,1,15,0
0,1,1,0,1,0,0,0,2,7,450000,41,6,0,1,1,1,10,0
0,0,1,0,0,0,0,0,2,34,135000,44,5,0,4,1,1,15,0
0,0,1,0,1,0,1,0,2,59,69750,63,0,1,4,0,1,12,0
0,0,0,1,1,0,0,0,1,12,112500,31,0,4,2,3,5,3,0
0,0,1,1,0,0,0,0,2,13,112500,29,5,4,4,1,1,3,0
0,0,1,0,0,0,0,0,2,26,180000,52,11,4,1,1,1,15,0
0,1,1,0,0,0,0,0,2,29,175500,49,8,4,4,1,1,15,0
0,0,1,0,0,0,0,0,2,20,180000,45,5,2,4,1,1,8,0
0,0,1,0,1,0,0,1,3,52,247500,37,11,0,1,1,1,10,0
0,1,1,0,0,0,0,0,2,26,202500,51,8,4,4,1,1,13,0
0,0,1,0,0,0,0,0,1,20,157500,38,10,4,4,2,1,8,0
1,1,1,0,0,1,0,2,4,58,225000,40,1,0,4,1,1,10,0
1,1,1,0,0,0,0,2,4,23,144000,32,1,0,1,1,1,12,0
0,0,1,0,0,0,1,0,2,48,76500,62,0,1,4,1,1,12,0
0,1,1,0,1,0,0,0,2,10,315000,38,10,2,4,0,1,4,0
0,0,1,0,0,0,0,1,3,1,135000,36,3,4,4,0,1,8,0
0,0,1,0,1,0,1,0,2,11,112500,59,0,1,4,1,1,12,0
0,0,1,0,1,0,0,1,3,47,256500,48,3,2,1,1,1,10,0
0,0,1,1,0,0,0,0,2,43,180000,44,20,2,4,0,1,3,0
0,1,1,0,0,0,0,0,2,46,247500,44,12,0,4,1,1,8,0
0,0,0,0,1,0,0,0,1,13,112500,48,3,2,4,2,1,1,1
0,0,1,0,0,0,0,0,2,22,121500,50,22,4,4,0,1,6,0
0,0,1,0,0,0,0,2,4,35,157500,36,5,0,4,1,1,11,0
1,0,1,0,0,0,0,0,2,54,67500,54,1,4,4,1,1,9,0
0,1,1,1,0,0,0,0,2,21,139500,39,19,4,2,1,1,11,1
0,0,0,0,0,0,0,1,2,32,202500,36,10,2,1,2,1,3,0
0,0,1,0,0,0,0,1,2,47,157500,52,13,0,4,4,1,10,0
0,0,1,0,0,0,1,0,2,37,72000,59,0,1,4,1,1,12,0
1,1,1,0,0,0,0,0,2,19,135000,53,11,4,4,1,1,12,0
0,0,0,0,0,0,1,0,2,33,47250,65,0,1,4,1,1,12,0
0,0,0,0,1,0,1,0,2,51,81000,55,0,1,4,1,1,12,0
0,0,1,1,0,0,0,0,1,20,180000,44,2,0,1,3,1,6,0
0,1,1,0,0,0,1,0,2,49,225000,61,0,1,4,1,1,12,0
0,1,1,0,0,0,0,0,2,4,180000,42,19,4,4,0,1,12,0
1,1,1,0,0,0,0,0,2,23,180000,35,2,4,4,1,1,6,0
1,0,1,1,1,0,0,3,5,34,202500,37,9,4,4,1,1,8,1
0,0,0,0,0,0,0,0,2,24,225000,51,19,0,1,1,1,12,0
0,0,1,0,0,0,1,0,2,46,112500,53,0,1,4,1,1,12,0
0,0,1,0,1,0,0,2,3,5,99000,34,1,4,4,2,1,8,0
0,0,1,0,0,0,0,0,2,38,202500,52,24,0,4,1,1,15,0
1,0,1,1,0,0,0,1,3,19,90000,39,3,4,4,0,1,15,1
0,0,1,0,0,0,0,0,2,6,157500,25,1,2,1,1,1,12,0
1,1,0,1,0,0,0,0,1,29,202500,26,6,4,4,3,5,8,0
0,0,1,0,1,0,0,0,2,45,112500,51,0,4,4,1,1,8,0
1,1,1,0,0,0,0,1,3,8,270000,47,11,4,1,1,1,10,0
0,1,1,0,0,0,0,1,3,18,108000,42,2,4,4,1,1,3,0
0,0,1,0,1,0,1,0,1,30,54000,65,0,1,4,4,1,12,0
0,0,0,0,0,1,0,0,2,4,225000,32,2,4,1,1,1,0,0
0,0,0,0,0,0,0,0,1,38,112500,28,6,2,1,3,1,3,0
0,0,1,1,1,0,0,0,2,36,225000,63,23,2,4,0,1,8,0
0,1,0,0,0,0,0,0,2,25,292500,27,5,4,4,0,5,3,1
0,1,1,1,1,1,0,0,2,40,157500,32,8,0,4,1,1,3,1
0,1,1,0,0,0,0,2,4,35,157500,34,2,0,2,1,1,10,0
0,0,1,0,1,0,1,0,1,58,225000,57,0,1,4,2,1,12,0
0,0,1,0,0,0,1,0,1,8,157500,61,0,1,4,2,1,12,0
1,1,1,1,1,0,0,1,3,40,292500,32,2,0,1,1,1,3,0
0,0,1,0,0,0,0,0,1,27,391500,38,16,4,4,3,1,10,0
1,1,1,0,0,0,0,0,2,10,202500,52,1,4,4,0,1,4,0
0,0,1,0,0,0,1,0,2,7,180000,48,0,1,4,1,1,12,0
0,1,1,0,0,0,0,0,2,48,270000,50,14,0,4,1,1,10,0
0,0,1,0,0,1,0,0,2,58,157500,48,6,2,1,1,1,12,0
1,1,1,0,0,0,0,0,2,36,157500,25,3,4,4,1,1,8,0
